n v(n)    Re(T)       Im(T)        Mod(T) 
   
0  831  367545.0  0.0  367545.0  
1  791  1573.4568  113.904495  1577.5742  
2  748  1596.246  252.22076  1616.0497  
3  699  1595.8367  388.57452  1642.4631  
4  648  1612.3569  488.2693  1684.6667  
5  595  1712.637  693.7577  1847.8163  
6  542  1771.0149  924.9279  1997.9954  
7  485  1866.5408  1055.8396  2144.4749  
8  431  1973.6248  1318.5083  2373.533  
9  376  2189.586  1622.0465  2724.9443  
10  324  2459.7253  2113.2996  3242.882  
11  270  2794.3423  2547.355  3781.1858  
12  226  3348.588  3382.5803  4759.7153  
13  182  4234.227  4616.973  6264.593  
14  142  6134.1455  6776.148  9140.236  
15  112  10406.905  13634.898  17152.672  
16  84  96671.0  136943.7  167627.14  
17  66  -11939.93  -18288.484  21841.03  
18  52  -5127.49  -9146.961  10486.088  
19  42  -3516.7012  -5953.2534  6914.363  
20  42  -2490.8542  -4519.0405  5160.047  
21  49  -1821.2761  -3575.132  4012.308  
22  58  -1502.8047  -3013.7578  3367.6636  
23  73  -1197.1843  -2508.8481  2779.8506  
24  94  -979.609  -2248.657  2452.7722  
25  119  -782.7109  -1939.0974  2091.1086  
26  152  -678.1243  -1703.3555  1833.3773  
27  190  -536.0589  -1554.8026  1644.6187  
28  231  -458.34772  -1287.891  1367.0208  
29  276  -393.0323  -1115.59  1182.7998  
30  321  -206.72632  -793.74243  820.2212  
31  365  -31.683838  -95.96536  101.060455  
32  416  1695.3188  5734.6177  5979.962  
33  465  -963.04004  -3411.1355  3544.4734  
34  517  -556.94904  -2167.7761  2238.179  
35  565  -481.54266  -1773.5212  1837.7325  
36  615  -429.67822  -1550.227  1608.6726  
37  663  -381.77338  -1372.1798  1424.2992  
38  708  -317.6441  -1269.2886  1308.4308  
39  751  -330.5818  -1231.1486  1274.7593  
40  789  -316.33282  -1155.3109  1197.8354  
41  825  -232.99493  -1057.7544  1083.1117  
42  856  -278.8604  -1038.5491  1075.3359  
43  881  -224.86212  -984.45056  1009.8049  
44  899  -282.57178  -955.1719  996.0924  
45  913  -261.586  -829.1637  869.44794  
46  916  -310.19342  -758.49194  819.4693  
47  902  -477.85675  -640.3013  798.95734  
48  879  -1520.7686  174.01645  1530.6923  
49  851  637.61743  -1401.1887  1539.4434  
50  816  214.61288  -1023.8866  1046.137  
51  775  120.00015  -931.8782  939.57275  
52  729  86.934296  -905.6056  909.7687  
53  680  2.8258667  -840.64777  840.6525  
54  628  32.510437  -794.9196  795.58417  
55  575  -4.105957  -795.3426  795.3532  
56  520  -7.026062  -764.1576  764.1899  
57  465  -39.914368  -717.5868  718.69604  
58  412  10.27948  -754.0913  754.1614  
59  355  -25.552002  -737.1604  737.6031  
60  303  -62.13257  -684.1704  686.9859  
61  254  -90.61676  -709.3747  715.13904  
62  208  -119.18591  -675.59546  686.0281  
63  166  -287.4041  -717.3981  772.8267  
64  129  -933.93335  -996.8835  1366.0192  
65  101  896.2556  -361.8238  966.53534  
66  76  361.74588  -488.24838  607.6566  
67  59  209.74829  -531.556  571.4422  
68  48  164.5679  -566.5037  589.9229  
69  41  154.97046  -573.0685  593.6525  
70  44  119.83304  -538.9697  552.13074  
71  52  94.98801  -551.225  559.34937  
72  63  148.98358  -538.83105  559.0483  
73  82  117.34396  -510.69223  524.0001  
74  105  83.4317  -548.8428  555.14795  
75  131  89.34546  -519.83655  527.4587  
76  167  113.26398  -473.56577  486.92224  
77  204  100.78845  -521.3037  530.9575  
78  246  116.29663  -458.119  472.64987  
79  292  29.906616  -466.24524  467.20343  
80  341  -67.70993  -537.69403  541.9405  
81  387  386.3714  -330.28745  508.3037  
82  438  188.15048  -394.77768  437.32144  
83  484  150.03955  -417.61972  443.75455  
84  537  194.74973  -378.667  425.81232  
85  587  161.61691  -391.4275  423.48026  
86  634  128.43268  -413.82166  433.29358  
87  680  113.52179  -396.77316  412.69376  
88  727  144.76224  -426.67764  450.56622  
89  768  136.50345  -397.2097  420.01038  
90  806  142.28244  -395.46588  420.2827  
91  839  93.387054  -395.88007  406.74582  
92  866  135.0597  -432.40393  453.00583  
93  891  105.45593  -394.74982  408.59317  
94  906  111.29794  -411.8719  426.64468  
95  920  139.71863  -381.07565  405.88168  
96  909  110.279785  -528.4183  539.8032  
97  893  -20.264496  -38.070618  43.127968  
98  870  77.197205  -293.29468  303.28397  
99  838  146.84457  -302.51056  336.2677  
100  798  129.71237  -316.4877  342.03766  
101  754  79.687256  -349.5685  358.5362  
102  711  128.09698  -320.86127  345.4863  
103  657  118.94586  -315.17157  336.86975  
104  603  112.38513  -294.09198  314.8341  
105  551  120.04718  -327.5791  348.8831  
106  497  91.06076  -266.88702  281.99423  
