n v(n)    Re(T)       Im(T)        Mod(T) 
   
0  100  95762.0  0.0  95762.0  
1  111  2180.292  -15670.684  15821.631  
2  58  -9590.186  -5735.833  11174.589  
3  71  -7434.662  4861.9414  8883.28  
4  106  -61.716354  5983.463  5983.7812  
5  108  4260.099  3080.8096  5257.36  
6  89  4503.1167  -969.1962  4606.2354  
7  105  1888.099  -4423.138  4809.269  
8  69  -435.1823  -1926.2811  1974.8273  
9  46  -1995.9219  -92.09962  1998.0457  
10  112  -1414.2498  1362.5114  1963.8074  
11  130  -112.8308  1398.8042  1403.3474  
12  97  1630.5187  1460.2144  2188.7935  
13  85  1958.5424  382.8891  1995.6183  
14  137  1167.7006  -837.1511  1436.7834  
15  127  -46.328194  -1007.3617  1008.42645  
16  64  -1284.1328  -1051.8153  1659.9135  
17  118  -1092.5029  687.0015  1290.5555  
18  106  -1021.7926  1779.2526  2051.7798  
19  129  351.1984  228.46153  418.96896  
20  116  506.25912  535.8544  737.1826  
21  96  848.65796  -120.36224  857.15076  
22  126  -899.1855  -17.656857  899.3588  
23  111  -1215.1582  -557.076  1336.7659  
24  107  -500.85928  410.74057  647.74054  
25  105  -1478.6913  305.61533  1509.9432  
26  93  498.9676  750.66583  901.37  
27  98  647.6245  1111.6697  1286.5563  
28  82  486.13318  267.98178  555.10333  
29  98  -292.33224  862.446  910.6433  
30  56  -182.19615  -671.95355  696.2162  
31  114  -884.34924  292.78183  931.555  
32  119  -188.07281  326.2043  376.5377  
33  60  189.32489  -302.7356  357.06128  
34  73  148.07434  -444.569  468.5804  
35  101  -778.2269  860.0864  1159.9076  
36  112  -371.49716  653.0492  751.3211  
37  78  -10.942734  -909.9002  909.966  
38  64  -130.19037  -23.953526  132.37561  
39  93  279.1239  352.00836  449.24384  
40  106  -109.54429  -178.11958  209.10892  
41  96  379.52277  720.8234  814.63116  
42  96  1565.9264  -319.34634  1598.1576  
43  102  1194.0898  -40.442863  1194.7745  
44  116  -325.40814  242.81918  406.01926  
45  83  237.68257  10.814091  237.92845  
46  68  -558.8568  -65.05439  562.63043  
47  66  480.2534  -436.52142  648.9948  
48  102  -353.547  555.8093  658.72565  
49  45  181.35999  -568.2335  596.47363  
50  131  -701.89685  35.341732  702.786  
51  46  -522.1808  760.9043  922.84784  
52  134  667.895  173.25139  689.9998  
