x-axis,1,2
second,Volt,Volt
-1.6400E+00,-508.8E-03,-592.6E-03
-1.6300E+00,-468.6E-03,-707.1E-03
-1.6200E+00,-227.4E-03,-504.1E-03
-1.6100E+00,-307.8E-03,-691.0E-03
-1.6000E+00,-428.4E-03,-327.2E-03
-1.5900E+00,-86.7E-03,-922.2E-03
-1.5800E+00,-187.2E-03,-681.0E-03
-1.5700E+00,-66.6E-03,-534.3E-03
-1.5600E+00,-106.8E-03,-391.5E-03
-1.5500E+00,+214.8E-03,+440.6E-03
-1.5400E+00,+255.0E-03,+215.5E-03
-1.5300E+00,+54.0E-03,+724.0E-03
-1.5200E+00,+295.2E-03,+782.3E-03
-1.5100E+00,+194.7E-03,+705.9E-03
-1.5000E+00,+94.2E-03,+730.1E-03
-1.4900E+00,+395.7E-03,+193.4E-03
-1.4800E+00,+456.0E-03,-206.6E-03
-1.4700E+00,-247.5E-03,-186.5E-03
-1.4600E+00,-187.2E-03,-13.7E-03
-1.4500E+00,-247.5E-03,+191.4E-03
-1.4400E+00,-508.8E-03,-938.3E-03
-1.4300E+00,-287.7E-03,-576.5E-03
-1.4200E+00,-267.6E-03,-82.0E-03
-1.4100E+00,-569.1E-03,-974.5E-03
-1.4000E+00,-428.4E-03,-978.5E-03
-1.3900E+00,-528.9E-03,-681.0E-03
-1.3800E+00,-227.4E-03,-817.7E-03
-1.3700E+00,-207.3E-03,-526.2E-03
-1.3600E+00,-26.4E-03,-118.2E-03
-1.3500E+00,-247.5E-03,-727.2E-03
-1.3400E+00,+54.0E-03,-206.6E-03
-1.3300E+00,-227.4E-03,-564.4E-03
-1.3200E+00,+54.0E-03,-287.0E-03
-1.3100E+00,+134.4E-03,+621.5E-03
-1.3000E+00,+214.8E-03,+593.4E-03
-1.2900E+00,+154.5E-03,+430.6E-03
-1.2800E+00,+375.6E-03,+774.3E-03
-1.2700E+00,+315.3E-03,+187.3E-03
-1.2600E+00,+54.0E-03,+303.9E-03
-1.2500E+00,+194.7E-03,-359.4E-03
-1.2400E+00,+54.0E-03,+26.5E-03
-1.2300E+00,-26.4E-03,+40.6E-03
-1.2200E+00,-307.8E-03,-504.1E-03
-1.2100E+00,-126.9E-03,-359.4E-03
-1.2000E+00,-428.4E-03,-1.0348E+00
-1.1900E+00,-287.7E-03,-801.6E-03
-1.1800E+00,-187.2E-03,-488.0E-03
-1.1700E+00,-348.0E-03,-773.5E-03
-1.1600E+00,-589.2E-03,-616.7E-03
-1.1500E+00,-247.5E-03,-863.9E-03
-1.1400E+00,-348.0E-03,-480.0E-03
-1.1300E+00,-287.7E-03,-476.0E-03
-1.1200E+00,+295.2E-03,+444.6E-03
-1.1100E+00,-207.3E-03,+267.8E-03
-1.1000E+00,+255.0E-03,-45.8E-03
-1.0900E+00,+355.5E-03,+555.2E-03
-1.0800E+00,+295.2E-03,+790.4E-03
-1.0700E+00,+295.2E-03,+418.5E-03
-1.0600E+00,+214.8E-03,+500.9E-03
-1.0500E+00,+194.7E-03,+456.7E-03
-1.0400E+00,+536.4E-03,-287.0E-03
-1.0300E+00,+13.8E-03,+275.8E-03
-1.0200E+00,+174.6E-03,-9.6E-03
-1.0100E+00,-187.2E-03,+32.6E-03
-1.0000E+00,-106.8E-03,-110.1E-03
-990.0E-03,-267.6E-03,-695.1E-03
-980.0E-03,-428.4E-03,-664.9E-03
-970.0E-03,-508.8E-03,-1.0790E+00
-960.0E-03,-428.4E-03,-1.0106E+00
-950.0E-03,-327.9E-03,-922.2E-03
-940.0E-03,-307.8E-03,-713.2E-03
-930.0E-03,-388.2E-03,-580.5E-03
-920.0E-03,-348.0E-03,-246.8E-03
-910.0E-03,-388.2E-03,-301.1E-03
-900.0E-03,-227.4E-03,-86.0E-03
-890.0E-03,-26.4E-03,-114.2E-03
-880.0E-03,+375.6E-03,+621.5E-03
-870.0E-03,+174.6E-03,+318.0E-03
-860.0E-03,+134.4E-03,+66.7E-03
-850.0E-03,+74.1E-03,+82.8E-03
-840.0E-03,+295.2E-03,+565.2E-03
-830.0E-03,-86.7E-03,+703.9E-03
-820.0E-03,+295.2E-03,-94.1E-03
-810.0E-03,+94.2E-03,-331.2E-03
-800.0E-03,+375.6E-03,-689.0E-03
-790.0E-03,+154.5E-03,-608.6E-03
-780.0E-03,+54.0E-03,-363.4E-03
-770.0E-03,+94.2E-03,-305.1E-03
-760.0E-03,-589.2E-03,-938.3E-03
-750.0E-03,-327.9E-03,-405.6E-03
-740.0E-03,-147.0E-03,-295.1E-03
-730.0E-03,-468.6E-03,-580.5E-03
-720.0E-03,-348.0E-03,-640.8E-03
-710.0E-03,-488.7E-03,-900.1E-03
-700.0E-03,-307.8E-03,-250.8E-03
-690.0E-03,-327.9E-03,-361.4E-03
-680.0E-03,-348.0E-03,-922.2E-03
-670.0E-03,+174.6E-03,+330.1E-03
-660.0E-03,+54.0E-03,-90.0E-03
-650.0E-03,-106.8E-03,-120.2E-03
-640.0E-03,+375.6E-03,-78.0E-03
-630.0E-03,+255.0E-03,+261.7E-03
-620.0E-03,+94.2E-03,+14.5E-03
-610.0E-03,+355.5E-03,+533.1E-03
-600.0E-03,+375.6E-03,+332.1E-03
-590.0E-03,+435.9E-03,+149.2E-03
-580.0E-03,-66.6E-03,-13.7E-03
-570.0E-03,+234.9E-03,-33.8E-03
-560.0E-03,-106.8E-03,-5.6E-03
-550.0E-03,-167.1E-03,-570.4E-03
-540.0E-03,-227.4E-03,-110.1E-03
-530.0E-03,-348.0E-03,-896.1E-03
-520.0E-03,-428.4E-03,-906.1E-03
-510.0E-03,-187.2E-03,-319.2E-03
-500.0E-03,-468.6E-03,-592.6E-03
-490.0E-03,-307.8E-03,-383.5E-03
-480.0E-03,-428.4E-03,-214.7E-03
-470.0E-03,-448.5E-03,-21.7E-03
-460.0E-03,-307.8E-03,-41.8E-03
-450.0E-03,-327.9E-03,-562.4E-03
-440.0E-03,+375.6E-03,+396.4E-03
-430.0E-03,+174.6E-03,+384.3E-03
-420.0E-03,+214.8E-03,+267.8E-03
-410.0E-03,+275.1E-03,-5.6E-03
-400.0E-03,+375.6E-03,+396.4E-03
-390.0E-03,+415.8E-03,+500.9E-03
-380.0E-03,+13.8E-03,-86.0E-03
-370.0E-03,+214.8E-03,+259.7E-03
-360.0E-03,+456.0E-03,-13.7E-03
-350.0E-03,-187.2E-03,-47.8E-03
-340.0E-03,-66.6E-03,-295.1E-03
-330.0E-03,+154.5E-03,+98.9E-03
-320.0E-03,-428.4E-03,-455.9E-03
-310.0E-03,-227.4E-03,-618.7E-03
-300.0E-03,-348.0E-03,-387.5E-03
-290.0E-03,-227.4E-03,-347.3E-03
-280.0E-03,-508.8E-03,-1.0267E+00
-270.0E-03,-388.2E-03,-741.3E-03
-260.0E-03,-348.0E-03,-484.0E-03
-250.0E-03,-368.1E-03,-749.3E-03
-240.0E-03,-187.2E-03,-954.4E-03
-230.0E-03,+94.2E-03,+74.8E-03
-220.0E-03,+13.8E-03,-206.6E-03
-210.0E-03,+94.2E-03,+502.9E-03
-200.0E-03,+295.2E-03,+211.5E-03
-190.0E-03,+114.3E-03,+26.5E-03
-180.0E-03,+174.6E-03,+404.4E-03
-170.0E-03,+355.5E-03,+263.7E-03
-160.0E-03,+456.0E-03,+726.0E-03
-150.0E-03,+456.0E-03,-76.0E-03
-140.0E-03,+94.2E-03,-138.3E-03
-130.0E-03,-66.6E-03,+195.4E-03
-120.0E-03,-106.8E-03,-37.8E-03
-110.0E-03,-267.6E-03,-435.8E-03
-100.0E-03,-348.0E-03,-705.1E-03
-90.0E-03,-106.8E-03,-863.9E-03
-80.0E-03,-508.8E-03,-849.8E-03
-70.0E-03,-307.8E-03,-918.2E-03
-60.0E-03,-227.4E-03,-813.7E-03
-50.0E-03,-368.1E-03,-847.8E-03
-40.0E-03,-348.0E-03,-431.7E-03
-30.0E-03,-247.5E-03,+38.6E-03
-20.0E-03,-66.6E-03,-331.2E-03
-10.0E-03,-368.1E-03,+273.8E-03
-0.0E+00,-267.6E-03,-439.8E-03
+10.0E-03,+154.5E-03,+70.8E-03
+20.0E-03,-106.8E-03,+106.9E-03
+30.0E-03,-167.1E-03,+515.0E-03
+40.0E-03,+456.0E-03,+653.7E-03
+50.0E-03,+255.0E-03,+498.9E-03
+60.0E-03,+375.6E-03,+617.5E-03
+70.0E-03,+134.4E-03,+404.4E-03
+80.0E-03,+134.4E-03,-287.0E-03
+90.0E-03,-147.0E-03,-666.9E-03
+100.0E-03,-26.4E-03,-166.4E-03
+110.0E-03,+114.3E-03,-469.9E-03
+120.0E-03,-348.0E-03,-785.5E-03
+130.0E-03,-247.5E-03,-689.0E-03
+140.0E-03,-106.8E-03,-415.7E-03
+150.0E-03,-307.8E-03,-884.0E-03
+160.0E-03,-428.4E-03,-946.3E-03
+170.0E-03,-327.9E-03,-144.3E-03
+180.0E-03,-428.4E-03,-178.5E-03
+190.0E-03,-307.8E-03,-580.5E-03
+200.0E-03,-187.2E-03,-359.4E-03
+210.0E-03,-448.5E-03,-463.9E-03
+220.0E-03,-106.8E-03,+219.5E-03
+230.0E-03,-227.4E-03,+482.8E-03
+240.0E-03,-348.0E-03,+356.2E-03
+250.0E-03,+234.9E-03,+221.5E-03
+260.0E-03,+94.2E-03,+58.7E-03
+270.0E-03,-126.9E-03,+251.7E-03
+280.0E-03,+295.2E-03,+677.8E-03
+290.0E-03,+375.6E-03,-190.5E-03
+300.0E-03,-147.0E-03,-134.3E-03
+310.0E-03,+134.4E-03,+253.7E-03
+320.0E-03,+295.2E-03,-214.7E-03
+330.0E-03,+134.4E-03,-15.7E-03
+340.0E-03,-26.4E-03,-459.9E-03
+350.0E-03,-167.1E-03,-118.2E-03
+360.0E-03,-348.0E-03,-841.8E-03
+370.0E-03,-348.0E-03,-904.1E-03
+380.0E-03,-468.6E-03,-656.9E-03
+390.0E-03,-368.1E-03,-809.6E-03
+400.0E-03,-267.6E-03,-898.1E-03
+410.0E-03,-368.1E-03,-522.2E-03
+420.0E-03,-227.4E-03,-134.3E-03
+430.0E-03,-86.7E-03,-293.1E-03
+440.0E-03,+54.0E-03,+549.2E-03
+450.0E-03,+174.6E-03,+109.0E-03
+460.0E-03,-66.6E-03,-307.1E-03
+470.0E-03,-106.8E-03,+324.0E-03
+480.0E-03,-106.8E-03,+613.5E-03
+490.0E-03,+114.3E-03,+420.5E-03
+500.0E-03,-147.0E-03,+504.9E-03
+510.0E-03,+255.0E-03,+209.5E-03
+520.0E-03,+214.8E-03,+541.1E-03
+530.0E-03,+315.3E-03,+12.5E-03
+540.0E-03,-66.6E-03,-307.1E-03
+550.0E-03,+33.9E-03,-43.8E-03
+560.0E-03,-428.4E-03,-857.9E-03
+570.0E-03,-307.8E-03,-729.2E-03
+580.0E-03,-267.6E-03,-138.3E-03
+590.0E-03,-468.6E-03,-759.4E-03
+600.0E-03,-508.8E-03,-898.1E-03
+610.0E-03,-408.3E-03,-530.2E-03
+620.0E-03,-307.8E-03,-644.8E-03
+630.0E-03,-408.3E-03,-552.3E-03
+640.0E-03,-508.8E-03,+267.8E-03
+650.0E-03,+13.8E-03,+197.4E-03
+660.0E-03,+54.0E-03,+58.7E-03
+670.0E-03,-267.6E-03,-333.3E-03
+680.0E-03,+375.6E-03,+581.3E-03
+690.0E-03,+154.5E-03,+308.0E-03
+700.0E-03,+295.2E-03,+143.1E-03
+710.0E-03,+255.0E-03,-51.8E-03
+720.0E-03,+134.4E-03,+525.0E-03
+730.0E-03,+214.8E-03,-47.8E-03
+740.0E-03,+94.2E-03,-106.1E-03
+750.0E-03,+295.2E-03,-88.0E-03
+760.0E-03,-26.4E-03,-536.3E-03
+770.0E-03,+114.3E-03,-534.3E-03
+780.0E-03,+13.8E-03,-142.3E-03
+790.0E-03,-207.3E-03,-381.5E-03
+800.0E-03,-348.0E-03,-833.8E-03
+810.0E-03,-86.7E-03,-721.2E-03
+820.0E-03,-307.8E-03,-841.8E-03
+830.0E-03,-388.2E-03,-528.2E-03
+840.0E-03,-428.4E-03,-865.9E-03
+850.0E-03,-388.2E-03,-98.1E-03
+860.0E-03,+54.0E-03,-616.7E-03
+870.0E-03,-227.4E-03,+131.1E-03
+880.0E-03,-106.8E-03,-335.3E-03
+890.0E-03,-106.8E-03,+277.8E-03
+900.0E-03,-26.4E-03,-13.7E-03
+910.0E-03,-86.7E-03,+100.9E-03
+920.0E-03,+375.6E-03,+484.8E-03
+930.0E-03,+134.4E-03,+263.7E-03
+940.0E-03,+255.0E-03,+392.4E-03
+950.0E-03,+255.0E-03,+6.4E-03
+960.0E-03,+214.8E-03,+340.1E-03
+970.0E-03,-126.9E-03,+119.0E-03
+980.0E-03,+54.0E-03,-174.5E-03
+990.0E-03,+154.5E-03,-291.0E-03
+1.0000E+00,-187.2E-03,-793.6E-03
+1.0100E+00,-167.1E-03,-506.1E-03
+1.0200E+00,-348.0E-03,-725.2E-03
+1.0300E+00,+33.9E-03,-399.6E-03
+1.0400E+00,-267.6E-03,-761.4E-03
+1.0500E+00,-368.1E-03,-681.0E-03
+1.0600E+00,-227.4E-03,-347.3E-03
+1.0700E+00,-307.8E-03,-445.8E-03
+1.0800E+00,-508.8E-03,-238.8E-03
+1.0900E+00,-66.6E-03,-321.2E-03
+1.1000E+00,-267.6E-03,-190.5E-03
+1.1100E+00,-66.6E-03,+217.5E-03
+1.1200E+00,-106.8E-03,-174.5E-03
+1.1300E+00,+174.6E-03,+269.8E-03
+1.1400E+00,+255.0E-03,-13.7E-03
+1.1500E+00,+154.5E-03,+418.5E-03
+1.1600E+00,+295.2E-03,+460.7E-03
+1.1700E+00,+174.6E-03,+179.3E-03
+1.1800E+00,+13.8E-03,+312.0E-03
+1.1900E+00,+275.1E-03,+237.6E-03
+1.2000E+00,+456.0E-03,-560.4E-03
+1.2100E+00,-207.3E-03,-178.5E-03
+1.2200E+00,-26.4E-03,-419.7E-03
+1.2300E+00,+154.5E-03,-729.2E-03
+1.2400E+00,+134.4E-03,-745.3E-03
+1.2500E+00,-207.3E-03,-664.9E-03
+1.2600E+00,-428.4E-03,-5.6E-03
+1.2700E+00,-126.9E-03,-600.6E-03
+1.2800E+00,-508.8E-03,-222.7E-03
+1.2900E+00,-448.5E-03,-23.7E-03
+1.3000E+00,-187.2E-03,-122.2E-03
+1.3100E+00,-508.8E-03,-90.0E-03
+1.3200E+00,-508.8E-03,-158.4E-03
+1.3300E+00,-227.4E-03,+38.6E-03
+1.3400E+00,-26.4E-03,+155.2E-03
+1.3500E+00,-368.1E-03,+34.6E-03
+1.3600E+00,+134.4E-03,+211.5E-03
+1.3700E+00,-86.7E-03,+225.5E-03
+1.3800E+00,+134.4E-03,+412.5E-03
+1.3900E+00,+275.1E-03,+201.4E-03
+1.4000E+00,+295.2E-03,+299.9E-03
+1.4100E+00,+194.7E-03,-126.2E-03
+1.4200E+00,+13.8E-03,-279.0E-03
+1.4300E+00,+234.9E-03,+121.0E-03
+1.4400E+00,+134.4E-03,-45.8E-03
+1.4500E+00,-66.6E-03,-425.7E-03
+1.4600E+00,-106.8E-03,-319.2E-03
+1.4700E+00,-388.2E-03,-520.2E-03
+1.4800E+00,-348.0E-03,-737.3E-03
+1.4900E+00,-106.8E-03,-469.9E-03
+1.5000E+00,-147.0E-03,-612.7E-03
+1.5100E+00,-307.8E-03,-417.7E-03
+1.5200E+00,-428.4E-03,-745.3E-03
+1.5300E+00,-448.5E-03,+98.9E-03
+1.5400E+00,-388.2E-03,-102.1E-03
+1.5500E+00,-267.6E-03,-383.5E-03
+1.5600E+00,-428.4E-03,-262.9E-03
+1.5700E+00,+154.5E-03,+62.7E-03
+1.5800E+00,-147.0E-03,-25.7E-03
+1.5900E+00,+13.8E-03,+92.9E-03
+1.6000E+00,+295.2E-03,+283.8E-03
+1.6100E+00,+214.8E-03,+295.9E-03
+1.6200E+00,+94.2E-03,-146.3E-03
+1.6300E+00,+54.0E-03,+141.1E-03
+1.6400E+00,+456.0E-03,-528.2E-03
+1.6500E+00,-247.5E-03,-307.1E-03
+1.6600E+00,+214.8E-03,-387.5E-03
+1.6700E+00,-167.1E-03,-550.3E-03
+1.6800E+00,-348.0E-03,-656.9E-03
+1.6900E+00,-247.5E-03,-401.6E-03
+1.7000E+00,-307.8E-03,-604.6E-03
+1.7100E+00,-86.7E-03,-371.4E-03
+1.7200E+00,-187.2E-03,-592.6E-03
+1.7300E+00,-327.9E-03,-55.9E-03
+1.7400E+00,-508.8E-03,-198.6E-03
+1.7500E+00,-287.7E-03,-478.0E-03
+1.7600E+00,-589.2E-03,-270.9E-03
+1.7700E+00,-106.8E-03,+72.8E-03
+1.7800E+00,+94.2E-03,-218.7E-03
+1.7900E+00,-66.6E-03,+86.8E-03
+1.8000E+00,+214.8E-03,+267.8E-03
+1.8100E+00,-46.5E-03,+247.7E-03
+1.8200E+00,+134.4E-03,-13.7E-03
+1.8300E+00,+194.7E-03,-23.7E-03
+1.8400E+00,+295.2E-03,+267.8E-03
+1.8500E+00,+234.9E-03,+22.5E-03
+1.8600E+00,+54.0E-03,-246.8E-03
+1.8700E+00,+214.8E-03,-104.1E-03
+1.8800E+00,+54.0E-03,-69.9E-03
+1.8900E+00,+94.2E-03,-353.4E-03
+1.9000E+00,-66.6E-03,-520.2E-03
+1.9100E+00,+194.7E-03,-315.2E-03
+1.9200E+00,-428.4E-03,-584.5E-03
+1.9300E+00,-408.3E-03,-319.2E-03
+1.9400E+00,-26.4E-03,-391.5E-03
+1.9500E+00,-287.7E-03,-389.5E-03
+1.9600E+00,-348.0E-03,-110.1E-03
+1.9700E+00,-408.3E-03,-86.0E-03
+1.9800E+00,-508.8E-03,-174.5E-03
+1.9900E+00,-287.7E-03,-283.0E-03
+2.0000E+00,-428.4E-03,-21.7E-03
+2.0100E+00,-66.6E-03,+34.6E-03
+2.0200E+00,+13.8E-03,+50.7E-03
+2.0300E+00,+214.8E-03,-84.0E-03
+2.0400E+00,+456.0E-03,+219.5E-03
+2.0500E+00,+74.1E-03,+189.4E-03
+2.0600E+00,-147.0E-03,+155.2E-03
+2.0700E+00,+114.3E-03,-11.6E-03
+2.0800E+00,+456.0E-03,+42.6E-03
+2.0900E+00,+375.6E-03,-345.3E-03
+2.1000E+00,+295.2E-03,-238.8E-03
+2.1100E+00,+214.8E-03,-57.9E-03
+2.1200E+00,-187.2E-03,-214.7E-03
+2.1300E+00,-227.4E-03,-365.4E-03
+2.1400E+00,+54.0E-03,-500.1E-03
+2.1500E+00,+94.2E-03,-429.7E-03
+2.1600E+00,-267.6E-03,-536.3E-03
+2.1700E+00,-348.0E-03,-57.9E-03
+2.1800E+00,-348.0E-03,-170.4E-03
+2.1900E+00,-307.8E-03,-345.3E-03
+2.2000E+00,-348.0E-03,+90.9E-03
+2.2100E+00,-287.7E-03,-122.2E-03
+2.2200E+00,-66.6E-03,-94.1E-03
+2.2300E+00,-368.1E-03,-240.8E-03
+2.2400E+00,-348.0E-03,+2.4E-03
+2.2500E+00,+13.8E-03,+12.5E-03
+2.2600E+00,+94.2E-03,+131.1E-03
+2.2700E+00,+94.2E-03,+84.8E-03
+2.2800E+00,+456.0E-03,-13.7E-03
+2.2900E+00,+255.0E-03,-196.6E-03
+2.3000E+00,+13.8E-03,-182.5E-03
+2.3100E+00,+315.3E-03,-31.7E-03
+2.3200E+00,+295.2E-03,-327.2E-03
+2.3300E+00,+295.2E-03,-202.6E-03
+2.3400E+00,-26.4E-03,-198.6E-03
+2.3500E+00,-26.4E-03,-375.5E-03
+2.3600E+00,-187.2E-03,-295.1E-03
+2.3700E+00,-46.5E-03,-345.3E-03
+2.3800E+00,+13.8E-03,-435.8E-03
+2.3900E+00,-6.3E-03,-369.4E-03
+2.4000E+00,-508.8E-03,-222.7E-03
+2.4100E+00,-307.8E-03,-164.4E-03
+2.4200E+00,-267.6E-03,-266.9E-03
+2.4300E+00,-207.3E-03,-166.4E-03
+2.4400E+00,-267.6E-03,-37.8E-03
+2.4500E+00,-167.1E-03,-118.2E-03
+2.4600E+00,-267.6E-03,-98.1E-03
+2.4700E+00,-327.9E-03,+44.6E-03
+2.4800E+00,+295.2E-03,+34.6E-03
+2.4900E+00,-106.8E-03,+20.5E-03
+2.5000E+00,-26.4E-03,-53.9E-03
+2.5100E+00,+174.6E-03,+8.5E-03
+2.5200E+00,+295.2E-03,-182.5E-03
+2.5300E+00,+275.1E-03,-49.8E-03
+2.5400E+00,+13.8E-03,-98.1E-03
+2.5500E+00,+154.5E-03,-116.2E-03
+2.5600E+00,+456.0E-03,-383.5E-03
+2.5700E+00,+154.5E-03,-293.1E-03
+2.5800E+00,+134.4E-03,-311.1E-03
+2.5900E+00,+94.2E-03,-262.9E-03
+2.6000E+00,+214.8E-03,-367.4E-03
+2.6100E+00,-307.8E-03,-110.1E-03
+2.6200E+00,-267.6E-03,-190.5E-03
+2.6300E+00,-207.3E-03,-244.8E-03
+2.6400E+00,-508.8E-03,-198.6E-03
+2.6500E+00,-307.8E-03,-110.1E-03
+2.6600E+00,-227.4E-03,-166.4E-03
+2.6700E+00,-147.0E-03,-74.0E-03
+2.6800E+00,-428.4E-03,-102.1E-03
+2.6900E+00,-267.6E-03,-92.0E-03
+2.7000E+00,-26.4E-03,-69.9E-03
+2.7100E+00,-247.5E-03,-134.3E-03
+2.7200E+00,+134.4E-03,-78.0E-03
+2.7300E+00,+315.3E-03,-82.0E-03
+2.7400E+00,+214.8E-03,-130.2E-03
+2.7500E+00,+355.5E-03,-118.2E-03
+2.7600E+00,+375.6E-03,-110.1E-03
+2.7700E+00,-86.7E-03,-206.6E-03
+2.7800E+00,-187.2E-03,-186.5E-03
+2.7900E+00,+255.0E-03,-146.3E-03
+2.8000E+00,-106.8E-03,-295.1E-03
+2.8100E+00,-287.7E-03,-248.8E-03
+2.8200E+00,-66.6E-03,-270.9E-03
+2.8300E+00,-327.9E-03,-174.5E-03
+2.8400E+00,-187.2E-03,-134.3E-03
+2.8500E+00,-368.1E-03,-154.4E-03
+2.8600E+00,-468.6E-03,-186.5E-03
+2.8700E+00,-267.6E-03,-194.6E-03
+2.8800E+00,-508.8E-03,-142.3E-03
+2.8900E+00,-408.3E-03,-150.3E-03
+2.9000E+00,-187.2E-03,-126.2E-03
+2.9100E+00,-147.0E-03,-126.2E-03
+2.9200E+00,-106.8E-03,-134.3E-03
+2.9300E+00,+255.0E-03,-156.4E-03
+2.9400E+00,-106.8E-03,-138.3E-03
+2.9500E+00,+174.6E-03,-150.3E-03
+2.9600E+00,+375.6E-03,-134.3E-03
+2.9700E+00,+174.6E-03,-146.3E-03
+2.9800E+00,+174.6E-03,-150.3E-03
+2.9900E+00,+375.6E-03,-168.4E-03
+3.0000E+00,+214.8E-03,-190.5E-03
+3.0100E+00,+134.4E-03,-154.4E-03
+3.0200E+00,+54.0E-03,-154.4E-03
+3.0300E+00,+194.7E-03,-150.3E-03
+3.0400E+00,+214.8E-03,-150.3E-03
+3.0500E+00,-167.1E-03,-154.4E-03
+3.0600E+00,-147.0E-03,-150.3E-03
+3.0700E+00,-267.6E-03,-168.4E-03
+3.0800E+00,-589.2E-03,-134.3E-03
+3.0900E+00,-368.1E-03,-172.4E-03
+3.1000E+00,-508.8E-03,-174.5E-03
+3.1100E+00,-348.0E-03,-152.3E-03
+3.1200E+00,-508.8E-03,-174.5E-03
+3.1300E+00,-448.5E-03,-220.7E-03
+3.1400E+00,-106.8E-03,-250.8E-03
+3.1500E+00,-6.3E-03,-232.8E-03
+3.1600E+00,+214.8E-03,-214.7E-03
+3.1700E+00,+174.6E-03,-214.7E-03
+3.1800E+00,+54.0E-03,-194.6E-03
+3.1900E+00,+154.5E-03,-170.4E-03
+3.2000E+00,+214.8E-03,-118.2E-03
+3.2100E+00,+114.3E-03,-190.5E-03
+3.2200E+00,+335.4E-03,-162.4E-03
+3.2300E+00,+295.2E-03,-78.0E-03
+3.2400E+00,+214.8E-03,-150.3E-03
+3.2500E+00,+174.6E-03,-120.2E-03
+3.2600E+00,+13.8E-03,-53.9E-03
+3.2700E+00,-26.4E-03,-104.1E-03
+3.2800E+00,-267.6E-03,-37.8E-03
+3.2900E+00,-368.1E-03,-59.9E-03
+3.3000E+00,-187.2E-03,-57.9E-03
+3.3100E+00,-428.4E-03,-140.3E-03
+3.3200E+00,-348.0E-03,-182.5E-03
+3.3300E+00,-488.7E-03,-264.9E-03
+3.3400E+00,-267.6E-03,-238.8E-03
+3.3500E+00,-307.8E-03,-194.6E-03
+3.3600E+00,-508.8E-03,-343.3E-03
+3.3700E+00,-388.2E-03,-176.5E-03
+3.3800E+00,+94.2E-03,-154.4E-03
+3.3900E+00,-167.1E-03,-281.0E-03
+3.4000E+00,+134.4E-03,-270.9E-03
+3.4100E+00,+255.0E-03,-313.2E-03
+3.4200E+00,+214.8E-03,-174.5E-03
+3.4300E+00,+194.7E-03,-114.2E-03
+3.4400E+00,+295.2E-03,-53.9E-03
+3.4500E+00,+295.2E-03,-15.7E-03
+3.4600E+00,+174.6E-03,-37.8E-03
+3.4700E+00,+295.2E-03,-35.8E-03
+3.4800E+00,-106.8E-03,+42.6E-03
+3.4900E+00,+214.8E-03,+36.6E-03
+3.5000E+00,-147.0E-03,+50.7E-03
+3.5100E+00,-327.9E-03,-63.9E-03
+3.5200E+00,-26.4E-03,-13.7E-03
+3.5300E+00,-247.5E-03,+48.7E-03
+3.5400E+00,-147.0E-03,-186.5E-03
+3.5500E+00,-549.0E-03,-84.0E-03
+3.5600E+00,-508.8E-03,-134.3E-03
+3.5700E+00,-448.5E-03,-262.9E-03
+3.5800E+00,-227.4E-03,-94.1E-03
+3.5900E+00,-368.1E-03,-478.0E-03
+3.6000E+00,+295.2E-03,-463.9E-03
+3.6100E+00,+154.5E-03,-176.5E-03
+3.6200E+00,+174.6E-03,-455.9E-03
+3.6300E+00,+94.2E-03,-323.2E-03
+3.6400E+00,+214.8E-03,-166.4E-03
+3.6500E+00,+234.9E-03,-220.7E-03
+3.6600E+00,+375.6E-03,-222.7E-03
+3.6700E+00,+234.9E-03,+74.8E-03
+3.6800E+00,+295.2E-03,+18.5E-03
+3.6900E+00,+114.3E-03,-25.7E-03
+3.7000E+00,-106.8E-03,+106.9E-03
+3.7100E+00,-147.0E-03,+64.7E-03
+3.7200E+00,+295.2E-03,-21.7E-03
+3.7300E+00,-6.3E-03,-55.9E-03
+3.7400E+00,-227.4E-03,+115.0E-03
+3.7500E+00,+33.9E-03,+32.6E-03
+3.7600E+00,-428.4E-03,+82.8E-03
+3.7700E+00,-247.5E-03,+12.5E-03
+3.7800E+00,-267.6E-03,-134.3E-03
+3.7900E+00,-267.6E-03,-405.6E-03
+3.8000E+00,-508.8E-03,-608.6E-03
+3.8100E+00,-207.3E-03,-363.4E-03
+3.8200E+00,-106.8E-03,-375.5E-03
+3.8300E+00,-167.1E-03,-457.9E-03
+3.8400E+00,-187.2E-03,-351.3E-03
+3.8500E+00,-207.3E-03,-41.8E-03
+3.8600E+00,-147.0E-03,-279.0E-03
+3.8700E+00,+395.7E-03,-266.9E-03
+3.8800E+00,+375.6E-03,-528.2E-03
+3.8900E+00,+234.9E-03,+60.7E-03
+3.9000E+00,-66.6E-03,+159.2E-03
+3.9100E+00,+415.8E-03,+225.5E-03
+3.9200E+00,+375.6E-03,+251.7E-03
+3.9300E+00,-327.9E-03,-162.4E-03
+3.9400E+00,-187.2E-03,-33.8E-03
+3.9500E+00,+114.3E-03,+227.6E-03
+3.9600E+00,-26.4E-03,+308.0E-03
+3.9700E+00,-287.7E-03,+215.5E-03
+3.9800E+00,-307.8E-03,-230.7E-03
+3.9900E+00,-267.6E-03,-248.8E-03
+4.0000E+00,-428.4E-03,-45.8E-03
+4.0100E+00,-167.1E-03,-490.0E-03
+4.0200E+00,-187.2E-03,-423.7E-03
