x-axis,1,2
second,Volt,Volt
-10.0000E+00,-106.8E-03,-94.7E-03
-9.9900E+00,-408.3E-03,-119.8E-03
-9.9800E+00,-66.6E-03,-185.1E-03
-9.9700E+00,-468.6E-03,-129.9E-03
-9.9600E+00,-428.4E-03,-114.8E-03
-9.9500E+00,-408.3E-03,-240.4E-03
-9.9400E+00,-147.0E-03,-175.1E-03
-9.9300E+00,+33.9E-03,-295.7E-03
-9.9200E+00,-106.8E-03,-335.9E-03
-9.9100E+00,+174.6E-03,-300.7E-03
-9.9000E+00,-26.4E-03,-185.1E-03
-9.8900E+00,-46.5E-03,-205.2E-03
-9.8800E+00,+214.8E-03,-255.5E-03
-9.8700E+00,+13.8E-03,-119.8E-03
-9.8600E+00,+415.8E-03,-195.2E-03
-9.8500E+00,+174.6E-03,-24.3E-03
-9.8400E+00,+375.6E-03,+5.8E-03
-9.8300E+00,-6.3E-03,-109.8E-03
-9.8200E+00,+295.2E-03,+36.0E-03
-9.8100E+00,+255.0E-03,+41.0E-03
-9.8000E+00,-187.2E-03,+46.0E-03
-9.7900E+00,-86.7E-03,+56.1E-03
-9.7800E+00,-66.6E-03,+15.9E-03
-9.7700E+00,-86.7E-03,-4.2E-03
-9.7600E+00,-106.8E-03,+5.8E-03
-9.7500E+00,-247.5E-03,-190.2E-03
-9.7400E+00,-388.2E-03,-104.7E-03
-9.7300E+00,-327.9E-03,-265.5E-03
-9.7200E+00,-508.8E-03,-476.6E-03
-9.7100E+00,-508.8E-03,-446.4E-03
-9.7000E+00,-307.8E-03,-456.5E-03
-9.6900E+00,+74.1E-03,-426.3E-03
-9.6800E+00,+134.4E-03,-557.0E-03
-9.6700E+00,-187.2E-03,-69.6E-03
-9.6600E+00,+174.6E-03,-426.3E-03
-9.6500E+00,+134.4E-03,-255.5E-03
-9.6400E+00,+375.6E-03,-235.4E-03
-9.6300E+00,+355.5E-03,+111.3E-03
-9.6200E+00,+415.8E-03,-14.3E-03
-9.6100E+00,+214.8E-03,-114.8E-03
-9.6000E+00,+375.6E-03,+247.0E-03
-9.5900E+00,-106.8E-03,+136.5E-03
-9.5800E+00,-26.4E-03,+206.8E-03
-9.5700E+00,-86.7E-03,+231.9E-03
-9.5600E+00,-106.8E-03,+287.2E-03
-9.5500E+00,-126.9E-03,-119.8E-03
-9.5400E+00,-307.8E-03,+66.1E-03
-9.5300E+00,+194.7E-03,-170.1E-03
-9.5200E+00,-508.8E-03,-456.5E-03
-9.5100E+00,-167.1E-03,-536.9E-03
-9.5000E+00,-388.2E-03,-305.7E-03
